_id,city1,city2,Month,Passenger_Trips,Aircraft_Trips,Passenger_Load_Factor,Distance_GC_(km),RPKs,ASKs,Seats,Year,Month_num
7412,adelaide,perth,Aug-97,31230,371,65.8,2120,66207600,100596120,47451,1997,8
7413,adelaide,port lincoln,Aug-97,7536,518,60.4,246,1853856,3068604,12474,1997,8
7414,adelaide,sydney,Aug-97,89857,964,72.7,1167,104863119,144171180,123540,1997,8
7415,albury,sydney,Aug-97,10713,414,74.8,452,4842276,6469476,14313,1997,8
7416,alice springs,darwin,Aug-97,18145,187,81.9,1305,23679225,28927935,22167,1997,8
7417,alice springs,sydney,Aug-97,13335,125,85.1,2022,26963370,31700916,15678,1997,8
7418,ballina,sydney,Aug-97,7151,218,60.7,612,4376412,7205076,11773,1997,8
7419,brisbane,cairns,Aug-97,102833,817,79.9,1391,143040703,179034219,128709,1997,8
7420,brisbane,canberra,Aug-97,17354,297,70.7,956,16590424,23465976,24546,1997,8
7421,brisbane,darwin,Aug-97,16047,139,84.7,2852,45766044,54051104,18952,1997,8
7422,brisbane,hamilton island,Aug-97,9036,129,75.6,888,8023968,10616928,11956,1997,8
7423,brisbane,mackay,Aug-97,19982,340,70.6,797,15925654,22566258,28314,1997,8
7424,brisbane,melbourne,Aug-97,138113,1355,78.2,1381,190734053,243768596,176516,1997,8
7425,brisbane,newcastle,Aug-97,2522,277,42.2,614,1548508,3665580,5970,1997,8
7426,brisbane,perth,Aug-97,2397,29,58.9,3615,8665155,14702205,4067,1997,8
7427,brisbane,proserpine,Aug-97,7616,152,86.6,895,6816320,7875105,8799,1997,8
7428,brisbane,rockhampton,Aug-97,20891,459,61.0,518,10821538,17753414,34273,1997,8
7429,brisbane,sydney,Aug-97,277213,2146,73.7,753,208741389,283042158,375886,1997,8
7430,brisbane,townsville,Aug-97,39158,408,77.1,1112,43543696,56486264,50797,1997,8
7431,broome,perth,Aug-97,12810,251,76.2,1677,21482370,28208817,16821,1997,8
7432,cairns,melbourne,Aug-97,8671,60,70.6,2311,20038681,28372147,12277,1997,8
7433,cairns,sydney,Aug-97,65206,411,79.5,1971,128521026,161742231,82061,1997,8
7434,cairns,townsville,Aug-97,10297,534,59.87672268,284,2924348,4883948,17197,1997,8
7435,canberra,melbourne,Aug-97,58322,830,62.6,470,27411340,43775800,93140,1997,8
7436,canberra,sydney,Aug-97,73927,1902,63.9,236,17446772,27298120,115670,1997,8
7437,coffs harbour,sydney,Aug-97,13674,500,62.4,443,6057582,9702586,21902,1997,8
7438,darwin,sydney,Aug-97,11269,111,86.9,3155,35553695,40929815,12973,1997,8
7439,devonport,melbourne,Aug-97,9390,431,61.4,412,3868680,6299892,15291,1997,8
7440,dubbo,sydney,Aug-97,9692,595,61.6,310,3004520,4877540,15734,1997,8
7441,gold coast,sydney,Aug-97,104545,965,73.8,680,71090600,96322000,141650,1997,8
7442,hobart,melbourne,Aug-97,56579,536,77.8,618,34965822,44945286,72727,1997,8
7443,hobart,sydney,Aug-97,6990,114,63.2,1039,7262610,11493418,11062,1997,8
7444,kalgoorlie,perth,Aug-97,16073,349,58.5,538,8647274,14776170,27465,1997,8
7445,karratha,perth,Aug-97,14044,322,63.5,1250,17555000,27663750,22131,1997,8
7446,launceston,melbourne,Aug-97,32099,462,75.4,476,15279124,20259512,42562,1997,8
7447,launceston,sydney,Aug-97,3701,82,60.2,914,3382714,5622014,6151,1997,8
7448,melbourne,burnie,Aug-97,7257,350,58.5,378,2743146,4687956,12402,1997,8
7449,melbourne,gold coast,Aug-97,48018,350,82.8,1330,63863940,77124040,57988,1997,8
7450,melbourne,mildura,Aug-97,8580,368,68.8,457,3921060,5696962,12466,1997,8
7451,melbourne,newcastle,Aug-97,1582,220,39.9,836,1322552,3310560,3960,1997,8
7452,melbourne,perth,Aug-97,65553,580,74.5,2706,177386418,237998112,87952,1997,8
7453,melbourne,sydney,Aug-97,411847,2948,72.6,706,290763982,400603462,567427,1997,8
7454,perth,port hedland,Aug-97,10931,280,57.14957913,1312,14341472,25094624,19127,1997,8
7455,perth,sydney,Aug-97,70214,612,68.9,3284,230582776,334534512,101868,1997,8
7456,sunshine coast,melbourne,Aug-97,3904,40,84.3,1454,5676416,6734928,4632,1997,8
7457,sunshine coast,sydney,Aug-97,15282,153,87.8,837,12791034,14567985,17405,1997,8
7458,sydney,townsville,Aug-97,3885,38,87.8,1690,6565650,7474870,4423,1997,8
7459,sydney,wagga wagga,Aug-97,10127,424,69.0,367,3716609,5388294,14682,1997,8
7460,adelaide,alice springs,Sep-97,12676,120,76.1,1316,16681616,21923244,16659,1997,9
7461,adelaide,brisbane,Sep-97,15798,147,85.9,1622,25624356,29843178,18399,1997,9
7462,adelaide,canberra,Sep-97,9496,137,58.9,972,9230112,15671556,16123,1997,9
7463,adelaide,darwin,Sep-97,11639,135,75.1,2619,30482541,40615452,15508,1997,9
7464,adelaide,melbourne,Sep-97,113962,1198,74.2,643,73277566,98812382,153674,1997,9
7465,adelaide,perth,Sep-97,34079,359,73.9,2120,72247480,97759560,46113,1997,9
7466,adelaide,port lincoln,Sep-97,7892,508,64.3,246,1941432,3018174,12269,1997,9
7467,adelaide,sydney,Sep-97,88040,944,73.0,1167,102742680,140650341,120523,1997,9
7468,albury,sydney,Sep-97,10136,403,73.3,452,4581472,6252968,13834,1997,9
7469,alice springs,darwin,Sep-97,14066,181,66.1,1305,18356130,27758655,21271,1997,9
7470,alice springs,sydney,Sep-97,11860,120,79.6,2022,23980920,30137910,14905,1997,9
7471,ballina,sydney,Sep-97,7899,216,67.3,612,4834188,7186104,11742,1997,9
7472,brisbane,cairns,Sep-97,87119,785,70.4,1391,121182529,172189108,123788,1997,9
7473,brisbane,canberra,Sep-97,17422,299,70.4,956,16655432,23649528,24738,1997,9
7474,brisbane,darwin,Sep-97,13041,130,74.7,2852,37192932,49795920,17460,1997,9
7475,brisbane,hamilton island,Sep-97,9778,124,85.4,888,8682864,10170264,11453,1997,9
7476,brisbane,mackay,Sep-97,20663,341,72.8,797,16468411,22628424,28392,1997,9
7477,brisbane,melbourne,Sep-97,141735,1340,80.5,1381,195736035,243006284,175964,1997,9
7478,brisbane,newcastle,Sep-97,2756,283,44.8,614,1692184,3777328,6152,1997,9
7479,brisbane,perth,Sep-97,2681,23,82.2,3615,9691815,11788515,3261,1997,9
7480,brisbane,proserpine,Sep-97,7765,145,84.1,895,6949675,8267115,9237,1997,9
7481,brisbane,rockhampton,Sep-97,21531,448,66.5,518,11153058,16778020,32390,1997,9
7482,brisbane,sydney,Sep-97,266858,2047,73.9,753,200944074,272018238,361246,1997,9
7483,brisbane,townsville,Sep-97,39660,397,79.7,1112,44101920,55362032,49786,1997,9
7484,broome,perth,Sep-97,11775,233,75.5,1677,19746675,26166231,15603,1997,9
7485,cairns,melbourne,Sep-97,6985,49,69.3,2311,16142335,23285636,10076,1997,9
7486,cairns,sydney,Sep-97,55303,403,69.0,1971,109002213,158054490,80190,1997,9
7487,cairns,townsville,Sep-97,10777,524,64.44803253,284,3060668,4749048,16722,1997,9
7488,canberra,melbourne,Sep-97,56816,819,61.4,470,26703520,43458080,92464,1997,9
7489,canberra,sydney,Sep-97,72536,1885,63.6,236,17118496,26928308,114103,1997,9
7490,coffs harbour,sydney,Sep-97,13564,455,67.0,443,6008852,8965434,20238,1997,9
7491,darwin,sydney,Sep-97,9502,110,75.0,3155,29978810,39954920,12664,1997,9
7492,devonport,melbourne,Sep-97,10688,418,71.7,412,4403456,6140448,14904,1997,9
7493,dubbo,sydney,Sep-97,10023,596,64.6,310,3107130,4810890,15519,1997,9
7494,gold coast,sydney,Sep-97,108906,982,76.8,680,74056080,96377760,141732,1997,9
7495,hobart,melbourne,Sep-97,63527,545,85.0,618,39259686,46165218,74701,1997,9
7496,hobart,sydney,Sep-97,8756,121,73.9,1039,9097484,12317345,11855,1997,9
7497,kalgoorlie,perth,Sep-97,16481,349,60.9,538,8866778,14556666,27057,1997,9
7498,karratha,perth,Sep-97,13703,307,64.5,1250,17128750,26556250,21245,1997,9
7499,launceston,melbourne,Sep-97,38411,484,84.5,476,18283636,21647052,45477,1997,9
7500,launceston,sydney,Sep-97,6695,102,77.6,914,6119230,7888734,8631,1997,9
7501,melbourne,burnie,Sep-97,8538,343,70.1,378,3227364,4606686,12187,1997,9
7502,melbourne,gold coast,Sep-97,53850,397,84.8,1330,71620500,84473620,63514,1997,9
7503,melbourne,mildura,Sep-97,8871,358,71.0,457,4054047,5712500,12500,1997,9
7504,melbourne,newcastle,Sep-97,1638,228,39.9,836,1369368,3430944,4104,1997,9
7505,melbourne,perth,Sep-97,74944,587,81.5,2706,202798464,248954706,92001,1997,9
7506,melbourne,sydney,Sep-97,410375,2887,73.0,706,289724750,396630094,561799,1997,9
7507,perth,port hedland,Sep-97,9981,266,55.23519646,1312,13095072,23707840,18070,1997,9
7508,perth,sydney,Sep-97,76858,600,76.6,3284,252401672,329697180,100395,1997,9
7509,sunshine coast,melbourne,Sep-97,3657,35,90.3,1454,5317278,5888700,4050,1997,9
7510,sunshine coast,sydney,Sep-97,15137,146,90.2,837,12669669,14046534,16782,1997,9
7511,sydney,townsville,Sep-97,3553,34,87.8,1690,6004570,6837740,4046,1997,9
7512,sydney,wagga wagga,Sep-97,10519,414,74.3,367,3860473,5197087,14161,1997,9
7513,adelaide,alice springs,Oct-97,14154,125,81.6,1316,18626664,22836548,17353,1997,10
7514,adelaide,brisbane,Oct-97,17120,155,89.2,1622,27768640,31134290,19195,1997,10
7515,adelaide,canberra,Oct-97,10519,146,62.7,972,10224468,16306272,16776,1997,10
7516,adelaide,darwin,Oct-97,11407,141,70.2,2619,29874933,42532560,16240,1997,10
7517,adelaide,melbourne,Oct-97,119498,1232,75.6,643,76837214,101626150,158050,1997,10
7518,adelaide,perth,Oct-97,38319,370,80.4,2120,81236280,101041320,47661,1997,10
7519,adelaide,port lincoln,Oct-97,8593,530,66.4,246,2113878,3185700,12950,1997,10
7520,adelaide,sydney,Oct-97,100068,990,79.0,1167,116779356,147892743,126729,1997,10
7521,albury,sydney,Oct-97,10414,416,72.6,452,4707128,6481680,14340,1997,10
7522,alice springs,darwin,Oct-97,14823,188,66.5,1305,19344015,29070180,22276,1997,10
7523,alice springs,sydney,Oct-97,13319,126,84.8,2022,26931018,31743378,15699,1997,10
7524,ballina,sydney,Oct-97,8996,225,74.0,612,5505552,7441920,12160,1997,10
7525,brisbane,cairns,Oct-97,90855,809,72.0,1391,126379305,175509425,126175,1997,10
7526,brisbane,canberra,Oct-97,18181,309,70.3,956,17381036,24724072,25862,1997,10
7527,brisbane,darwin,Oct-97,12750,136,71.6,2852,36363000,50751340,17795,1997,10
7528,brisbane,hamilton island,Oct-97,11307,132,89.3,888,10040616,11237640,12655,1997,10
7529,brisbane,mackay,Oct-97,20501,347,70.7,797,16339297,23124158,29014,1997,10
7530,brisbane,melbourne,Oct-97,144609,1389,79.0,1381,199705029,252804479,183059,1997,10
7531,brisbane,newcastle,Oct-97,2898,302,44.3,614,1779372,4018016,6544,1997,10
7532,brisbane,perth,Oct-97,3409,27,89.0,3615,12323535,13841835,3829,1997,10
7533,brisbane,proserpine,Oct-97,8216,161,79.8,895,7353320,9219395,10301,1997,10
7534,brisbane,rockhampton,Oct-97,21648,466,62.6,518,11213664,17908296,34572,1997,10
7535,brisbane,sydney,Oct-97,284544,2150,75.3,753,214261632,284409606,377702,1997,10
7536,brisbane,townsville,Oct-97,39041,413,76.0,1112,43413592,57086744,51337,1997,10
7537,broome,perth,Oct-97,12000,246,72.9,1677,20124000,27598389,16457,1997,10
7538,cairns,melbourne,Oct-97,7095,52,71.2,2311,16396545,23031426,9966,1997,10
7539,cairns,sydney,Oct-97,60948,431,72.6,1971,120128508,165534435,83985,1997,10
7540,cairns,townsville,Oct-97,10925,546,62.45712326,284,3102700,4967728,17492,1997,10
7541,canberra,melbourne,Oct-97,65105,862,66.9,470,30599350,45754030,97349,1997,10
7542,canberra,sydney,Oct-97,76067,1937,65.0,236,17951812,27623800,117050,1997,10
7543,coffs harbour,sydney,Oct-97,15328,470,73.3,443,6790304,9268446,20922,1997,10
7544,darwin,sydney,Oct-97,9449,114,72.4,3155,29811595,41172750,13050,1997,10
7545,devonport,melbourne,Oct-97,10426,426,68.8,412,4295512,6241800,15150,1997,10
7546,dubbo,sydney,Oct-97,10098,605,63.5,310,3130380,4926830,15893,1997,10
7547,gold coast,sydney,Oct-97,123942,1025,83.2,680,84280560,101307760,148982,1997,10
7548,hobart,melbourne,Oct-97,62933,559,82.6,618,38892594,47102724,76218,1997,10
7549,hobart,sydney,Oct-97,8469,127,68.7,1039,8799291,12809831,12329,1997,10
7550,kalgoorlie,perth,Oct-97,17534,357,61.8,538,9433292,15252838,28351,1997,10
7551,karratha,perth,Oct-97,13573,330,57.7,1250,16966250,29413750,23531,1997,10
7552,launceston,melbourne,Oct-97,37484,470,86.8,476,17842384,20547968,43168,1997,10
7553,launceston,sydney,Oct-97,6067,92,82.1,914,5545238,6753546,7389,1997,10
7554,melbourne,burnie,Oct-97,8390,357,66.3,378,3171420,4783590,12655,1997,10
7555,melbourne,gold coast,Oct-97,53190,396,82.8,1330,70742700,85485750,64275,1997,10
7556,melbourne,mildura,Oct-97,9349,404,67.9,457,4272493,6296089,13777,1997,10
7557,melbourne,newcastle,Oct-97,1716,238,40.1,836,1434576,3581424,4284,1997,10
7558,melbourne,perth,Oct-97,76980,598,84.2,2706,208307880,247368990,91415,1997,10
7559,melbourne,sydney,Oct-97,437024,3023,74.2,706,308538944,415606668,588678,1997,10
7560,perth,port hedland,Oct-97,10377,265,56.78248974,1312,13614624,23976800,18275,1997,10
7561,perth,sydney,Oct-97,83790,620,81.5,3284,275166360,337719992,102838,1997,10
7562,sunshine coast,melbourne,Oct-97,3407,34,87.6,1454,4953778,5653152,3888,1997,10
7563,sunshine coast,sydney,Oct-97,16626,159,89.8,837,13915962,15503751,18523,1997,10
7564,sydney,townsville,Oct-97,3556,38,77.4,1690,6009640,7762170,4593,1997,10
7565,sydney,wagga wagga,Oct-97,11463,431,77.2,367,4206921,5450317,14851,1997,10
7566,adelaide,alice springs,Nov-97,12905,122,78.2,1316,16982980,21704788,16493,1997,11
7567,adelaide,brisbane,Nov-97,15508,154,82.3,1622,25153976,30548748,18834,1997,11
7568,adelaide,canberra,Nov-97,8769,128,59.5,972,8523468,14319504,14732,1997,11
7569,adelaide,darwin,Nov-97,8604,126,59.5,2619,22533876,37875978,14462,1997,11
7570,adelaide,melbourne,Nov-97,107435,1137,73.5,643,69080705,93998884,146188,1997,11
7571,adelaide,perth,Nov-97,33251,351,72.9,2120,70492120,96741960,45633,1997,11
7572,adelaide,port lincoln,Nov-97,7450,498,61.9,246,1832700,2959380,12030,1997,11
7573,adelaide,sydney,Nov-97,88575,926,74.9,1167,103367025,138038595,118285,1997,11
7574,albury,sydney,Nov-97,9484,398,69.3,452,4286768,6189688,13694,1997,11
7575,alice springs,darwin,Nov-97,12341,182,57.9,1305,16105005,27812160,21312,1997,11
7576,alice springs,sydney,Nov-97,10703,121,73.4,2022,21641466,29472672,14576,1997,11
7577,ballina,sydney,Nov-97,8354,210,72.9,612,5112648,7009848,11454,1997,11
7578,brisbane,cairns,Nov-97,74572,746,66.3,1391,103729652,156360919,112409,1997,11
7579,brisbane,canberra,Nov-97,15909,293,61.9,956,15209004,24573024,25704,1997,11
7580,brisbane,darwin,Nov-97,9462,130,63.3,2852,26985624,42631696,14948,1997,11
7581,brisbane,hamilton island,Nov-97,10927,123,85.8,888,9703176,11304240,12730,1997,11
7582,brisbane,mackay,Nov-97,17412,322,65.2,797,13877364,21296637,26721,1997,11
7583,brisbane,melbourne,Nov-97,124498,1273,75.2,1381,171931738,228683933,165593,1997,11
7584,brisbane,newcastle,Nov-97,2453,260,44.1,614,1506142,3415068,5562,1997,11
7585,brisbane,perth,Nov-97,2904,27,76.6,3615,10497960,13704465,3791,1997,11
7586,brisbane,proserpine,Nov-97,7376,149,74.6,895,6601520,8848865,9887,1997,11
7587,brisbane,rockhampton,Nov-97,20004,456,61.4,518,10362072,16869706,32567,1997,11
7588,brisbane,sydney,Nov-97,249705,2003,70.1,753,188027865,268148571,356107,1997,11
7589,brisbane,townsville,Nov-97,32829,394,68.9,1112,36505848,52987912,47651,1997,11
7590,broome,perth,Nov-97,8686,212,60.5,1677,14566422,24059919,14347,1997,11
7591,cairns,melbourne,Nov-97,5106,54,57.8,2311,11799966,20410752,8832,1997,11
7592,cairns,sydney,Nov-97,54058,402,71.5,1971,106548318,148999716,75596,1997,11
7593,cairns,townsville,Nov-97,9312,513,56.9854966,284,2644608,4640844,16341,1997,11
7594,canberra,melbourne,Nov-97,62264,809,66.3,470,29264080,44114670,93861,1997,11
7595,canberra,sydney,Nov-97,71637,1859,64.7,236,16906332,26135584,110744,1997,11
7596,coffs harbour,sydney,Nov-97,14235,446,69.8,443,6306105,9038972,20404,1997,11
7597,darwin,sydney,Nov-97,7791,103,64.7,3155,24580605,38008285,12047,1997,11
7598,devonport,melbourne,Nov-97,10097,412,68.7,412,4159964,6055988,14699,1997,11
7599,dubbo,sydney,Nov-97,9430,582,61.7,310,2923300,4738040,15284,1997,11
7600,gold coast,sydney,Nov-97,103966,924,76.0,680,70696880,93037600,136820,1997,11
7601,hobart,melbourne,Nov-97,58999,517,82.9,618,36461382,43965756,71142,1997,11
7602,hobart,sydney,Nov-97,7228,112,67.9,1039,7509892,11055999,10641,1997,11
7603,kalgoorlie,perth,Nov-97,15554,330,60.1,538,8368052,13916984,25868,1997,11
7604,karratha,perth,Nov-97,12649,287,55.1,1250,15811250,28712500,22970,1997,11
7605,launceston,melbourne,Nov-97,36326,452,85.1,476,17291176,20309492,42667,1997,11
7606,launceston,sydney,Nov-97,4959,76,83.2,914,4532526,5449268,5962,1997,11
7607,melbourne,burnie,Nov-97,7043,338,58.9,378,2662254,4523148,11966,1997,11
7608,melbourne,gold coast,Nov-97,44160,344,80.9,1330,58732800,72567460,54562,1997,11
7609,melbourne,mildura,Nov-97,8657,369,66.3,457,3956249,5969791,13063,1997,11
7610,melbourne,newcastle,Nov-97,1512,210,40.0,836,1264032,3160080,3780,1997,11
7611,melbourne,perth,Nov-97,67409,566,78.1,2706,182408754,233481798,86283,1997,11
7612,melbourne,sydney,Nov-97,423266,2846,76.6,706,298825796,390018404,552434,1997,11
7613,perth,port hedland,Nov-97,9054,234,55.79589573,1312,11878848,21289824,16227,1997,11
7614,perth,sydney,Nov-97,74195,592,76.6,3284,243656380,318259008,96912,1997,11
7615,sunshine coast,melbourne,Nov-97,3714,38,84.6,1454,5400156,6383060,4390,1997,11
7616,sunshine coast,sydney,Nov-97,15625,150,87.8,837,13078125,14893578,17794,1997,11
7617,sydney,townsville,Nov-97,2221,28,67.5,1690,3753490,5558410,3289,1997,11
7618,sydney,wagga wagga,Nov-97,9978,415,69.6,367,3661926,5258009,14327,1997,11
7619,adelaide,alice springs,Dec-97,11234,122,68.6,1316,14783944,21550816,16376,1997,12
7620,adelaide,brisbane,Dec-97,16424,155,85.7,1622,26639728,31093740,19170,1997,12
7621,adelaide,canberra,Dec-97,5943,94,54.8,972,5776596,10544256,10848,1997,12
7622,adelaide,darwin,Dec-97,9444,127,63.7,2619,24733836,38858103,14837,1997,12
7623,adelaide,melbourne,Dec-97,100853,1099,71.2,643,64848479,91043013,141591,1997,12
7624,adelaide,perth,Dec-97,35072,356,75.2,2120,74352640,98864080,46634,1997,12
7625,adelaide,port lincoln,Dec-97,8632,528,66.6,246,2123472,3186684,12954,1997,12
7626,adelaide,sydney,Dec-97,88215,908,75.3,1167,102946905,136792239,117217,1997,12
7627,albury,sydney,Dec-97,9469,403,68.8,452,4279988,6224492,13771,1997,12
7628,alice springs,darwin,Dec-97,10629,185,50.1,1305,13870845,27696015,21223,1997,12
7629,alice springs,sydney,Dec-97,9570,122,65.6,2022,19350540,29494914,14587,1997,12
7630,ballina,sydney,Dec-97,8838,221,74.2,612,5408856,7293204,11917,1997,12
7631,brisbane,cairns,Dec-97,75015,755,65.3,1391,104345865,159814772,114892,1997,12
7632,brisbane,canberra,Dec-97,15047,262,68.8,956,14384932,20907720,21870,1997,12
7633,brisbane,darwin,Dec-97,9883,130,64.7,2852,28186316,43575708,15279,1997,12
7634,brisbane,hamilton island,Dec-97,9725,128,70.9,888,8635800,12178032,13714,1997,12
7635,brisbane,mackay,Dec-97,17085,309,66.4,797,13616745,20500434,25722,1997,12
7636,brisbane,melbourne,Dec-97,128333,1296,75.0,1381,177227873,236436867,171207,1997,12
7637,brisbane,newcastle,Dec-97,2361,256,46.3,614,1449654,3128944,5096,1997,12
7638,brisbane,perth,Dec-97,3473,27,90.9,3615,12554895,13805685,3819,1997,12
7639,brisbane,proserpine,Dec-97,7029,149,69.9,895,6290955,9004595,10061,1997,12
7640,brisbane,rockhampton,Dec-97,20622,465,60.7,518,10682196,17591798,33961,1997,12
7641,brisbane,sydney,Dec-97,253217,1997,70.4,753,190672401,270651543,359431,1997,12
7642,brisbane,townsville,Dec-97,35863,390,75.1,1112,39879656,53072424,47727,1997,12
7643,broome,perth,Dec-97,9011,204,64.9,1677,15111447,23295207,13891,1997,12
7644,cairns,melbourne,Dec-97,4093,45,56.8,2311,9458923,16653066,7206,1997,12
7645,cairns,sydney,Dec-97,49839,402,65.7,1971,98232669,149478669,75839,1997,12
7646,cairns,townsville,Dec-97,9120,484,58.42034463,284,2590080,4433524,15611,1997,12
7647,canberra,melbourne,Dec-97,54806,739,64.2,470,25758820,40139880,85404,1997,12
7648,canberra,sydney,Dec-97,63369,1730,62.1,236,14955084,24088992,102072,1997,12
7649,coffs harbour,sydney,Dec-97,14497,465,68.4,443,6422171,9395587,21209,1997,12
7650,darwin,sydney,Dec-97,8753,109,68.4,3155,27615715,40365070,12794,1997,12
7651,devonport,melbourne,Dec-97,11963,438,76.3,412,4928756,6457688,15674,1997,12
7652,dubbo,sydney,Dec-97,8719,562,58.4,310,2702890,4628920,14932,1997,12
7653,gold coast,sydney,Dec-97,114378,1007,76.4,680,77777040,101806200,149715,1997,12
7654,hobart,melbourne,Dec-97,66948,577,84.1,618,41373864,49203924,79618,1997,12
7655,hobart,sydney,Dec-97,10068,124,77.1,1039,10460652,13565184,13056,1997,12
7656,kalgoorlie,perth,Dec-97,15108,315,58.8,538,8128104,13832518,25711,1997,12
7657,karratha,perth,Dec-97,13099,277,57.4,1250,16373750,28515000,22812,1997,12
7658,launceston,melbourne,Dec-97,38571,483,84.2,476,18359796,21809844,45819,1997,12
7659,launceston,sydney,Dec-97,6801,105,81.8,914,6216114,7601738,8317,1997,12
7660,melbourne,burnie,Dec-97,9380,371,71.2,378,3545640,4976748,13166,1997,12
7661,melbourne,gold coast,Dec-97,43459,396,69.6,1330,57800470,83067810,62457,1997,12
7662,melbourne,mildura,Dec-97,9083,390,65.6,457,4150931,6327622,13846,1997,12
7663,melbourne,newcastle,Dec-97,1716,238,40.1,836,1434576,3581424,4284,1997,12
7664,melbourne,perth,Dec-97,77437,586,84.9,2706,209544522,246770964,91194,1997,12
7665,melbourne,sydney,Dec-97,392311,2689,74.6,706,276971566,371087014,525619,1997,12
7666,perth,port hedland,Dec-97,9431,254,52.84065442,1312,12373472,23416576,17848,1997,12
