Route,Departing Port,Arriving Port,Airline,Month,Sectors Scheduled,Sectors Flown,Cancellations,Departures On Time,Arrivals On Time,Departures Delayed,Arrivals Delayed,"OnTime Departures(%)","OnTime Arrivals(%)","Cancellations(%)"
Perth-Karratha,Perth,Karratha,Qantas,Dec-20, 35, 34, 1, 32, 30, 2, 4,94.1,88.2,2.9
Perth-Melbourne,Perth,Melbourne,Qantas,Dec-20, 85, 85, 0, 61, 62, 24, 23,71.8,72.9,0.0
Perth-Newman,Perth,Newman,Qantas,Dec-20, 36, 36, 0, 33, 31, 3, 5,91.7,86.1,0.0
Perth-Port Hedland,Perth,Port Hedland,Qantas,Dec-20, 49, 47, 2, 46, 45, 1, 2,97.9,95.7,4.1
Perth-Sydney,Perth,Sydney,Qantas,Dec-20, 94, 67, 27, 40, 42, 27, 25,59.7,62.7,28.7
Port Hedland-Perth,Port Hedland,Perth,Qantas,Dec-20, 49, 47, 2, 34, 34, 13, 13,72.3,72.3,4.1
Sydney-Adelaide,Sydney,Adelaide,Qantas,Dec-20, 123, 91, 32, 77, 62, 14, 29,84.6,68.1,26.0
Sydney-Ballina,Sydney,Ballina,Qantas,Dec-20, 55, 51, 4, 47, 44, 4, 7,92.2,86.3,7.3
Sydney-Brisbane,Sydney,Brisbane,Qantas,Dec-20, 377, 289, 88, 257, 254, 32, 35,88.9,87.9,23.3
Sydney-Cairns,Sydney,Cairns,Qantas,Dec-20, 46, 33, 13, 29, 29, 4, 4,87.9,87.9,28.3
Sydney-Gold Coast,Sydney,Gold Coast,Qantas,Dec-20, 49, 39, 10, 38, 38, 1, 1,97.4,97.4,20.4
Sydney-Hamilton Island,Sydney,Hamilton Island,Qantas,Dec-20, 15, 15, 0, 11, 12, 4, 3,73.3,80.0,0.0
Sydney-Hobart,Sydney,Hobart,Qantas,Dec-20, 13, 13, 0, 9, 11, 4, 2,69.2,84.6,0.0
Sydney-Melbourne,Sydney,Melbourne,Qantas,Dec-20, 575, 380, 195, 334, 318, 46, 62,87.9,83.7,33.9
Sydney-Perth,Sydney,Perth,Qantas,Dec-20, 93, 66, 27, 38, 29, 28, 37,57.6,43.9,29.0
Townsville-Brisbane,Townsville,Brisbane,Qantas,Dec-20, 106, 104, 2, 94, 88, 10, 16,90.4,84.6,1.9
All Ports-All Ports,All Ports,All Ports,Qantas,Dec-20,5 836,5 000, 836,4 273,4 084, 727, 916,85.5,81.7,14.3
Adelaide-Canberra,Adelaide,Canberra,QantasLink,Dec-20, 7, 7, 0, 5, 6, 2, 1,71.4,85.7,0.0
Adelaide-Port Lincoln,Adelaide,Port Lincoln,QantasLink,Dec-20, 67, 67, 0, 61, 60, 6, 7,91.0,89.6,0.0
Albury-Sydney,Albury,Sydney,QantasLink,Dec-20, 79, 79, 0, 67, 71, 12, 8,84.8,89.9,0.0
Armidale-Sydney,Armidale,Sydney,QantasLink,Dec-20, 59, 54, 5, 43, 47, 11, 7,79.6,87.0,8.5
Ballina-Sydney,Ballina,Sydney,QantasLink,Dec-20, 52, 45, 7, 37, 37, 8, 8,82.2,82.2,13.5
Brisbane-Cairns,Brisbane,Cairns,QantasLink,Dec-20, 4, 3, 1, 3, 3, 0, 0,100.0,100.0,25.0
Brisbane-Canberra,Brisbane,Canberra,QantasLink,Dec-20, 113, 111, 2, 88, 98, 23, 13,79.3,88.3,1.8
Brisbane-Emerald,Brisbane,Emerald,QantasLink,Dec-20, 116, 116, 0, 109, 109, 7, 7,94.0,94.0,0.0
Brisbane-Gladstone,Brisbane,Gladstone,QantasLink,Dec-20, 89, 89, 0, 80, 80, 9, 9,89.9,89.9,0.0
Brisbane-Hamilton Island,Brisbane,Hamilton Island,QantasLink,Dec-20, 16, 16, 0, 15, 16, 1, 0,93.8,100.0,0.0
Brisbane-Hobart,Brisbane,Hobart,QantasLink,Dec-20, 28, 28, 0, 27, 28, 1, 0,96.4,100.0,0.0
Brisbane-Mackay,Brisbane,Mackay,QantasLink,Dec-20, 37, 36, 1, 30, 29, 6, 7,83.3,80.6,2.7
Brisbane-Mount Isa,Brisbane,Mount Isa,QantasLink,Dec-20, 12, 12, 0, 11, 11, 1, 1,91.7,91.7,0.0
Brisbane-Newcastle,Brisbane,Newcastle,QantasLink,Dec-20, 54, 50, 4, 47, 47, 3, 3,94.0,94.0,7.4
Brisbane-Rockhampton,Brisbane,Rockhampton,QantasLink,Dec-20, 147, 147, 0, 134, 125, 13, 22,91.2,85.0,0.0
Brisbane-Townsville,Brisbane,Townsville,QantasLink,Dec-20, 2, 2, 0, 1, 1, 1, 1,50.0,50.0,0.0
Broome-Perth,Broome,Perth,QantasLink,Dec-20, 84, 84, 0, 66, 65, 18, 19,78.6,77.4,0.0
Cairns-Brisbane,Cairns,Brisbane,QantasLink,Dec-20, 4, 3, 1, 3, 3, 0, 0,100.0,100.0,25.0
Cairns-Townsville,Cairns,Townsville,QantasLink,Dec-20, 89, 89, 0, 80, 81, 9, 8,89.9,91.0,0.0
Canberra-Adelaide,Canberra,Adelaide,QantasLink,Dec-20, 7, 7, 0, 7, 6, 0, 1,100.0,85.7,0.0
Canberra-Brisbane,Canberra,Brisbane,QantasLink,Dec-20, 113, 112, 1, 93, 96, 19, 16,83.0,85.7,0.9
Canberra-Melbourne,Canberra,Melbourne,QantasLink,Dec-20, 110, 98, 12, 85, 78, 13, 20,86.7,79.6,10.9
Coffs Harbour-Sydney,Coffs Harbour,Sydney,QantasLink,Dec-20, 85, 84, 1, 75, 77, 9, 7,89.3,91.7,1.2
Dubbo-Sydney,Dubbo,Sydney,QantasLink,Dec-20, 76, 75, 1, 64, 68, 11, 7,85.3,90.7,1.3
Emerald-Brisbane,Emerald,Brisbane,QantasLink,Dec-20, 116, 114, 2, 111, 110, 3, 4,97.4,96.5,1.7
Gladstone-Brisbane,Gladstone,Brisbane,QantasLink,Dec-20, 88, 87, 1, 72, 74, 15, 13,82.8,85.1,1.1
Hamilton Island-Brisbane,Hamilton Island,Brisbane,QantasLink,Dec-20, 16, 16, 0, 16, 15, 0, 1,100.0,93.8,0.0
Hobart-Brisbane,Hobart,Brisbane,QantasLink,Dec-20, 28, 28, 0, 28, 26, 0, 2,100.0,92.9,0.0
Hobart-Melbourne,Hobart,Melbourne,QantasLink,Dec-20, 29, 28, 1, 19, 18, 9, 10,67.9,64.3,3.4
Hobart-Sydney,Hobart,Sydney,QantasLink,Dec-20, 48, 40, 8, 33, 33, 7, 7,82.5,82.5,16.7
Kalgoorlie-Perth,Kalgoorlie,Perth,QantasLink,Dec-20, 56, 52, 4, 46, 48, 6, 4,88.5,92.3,7.1
Karratha-Perth,Karratha,Perth,QantasLink,Dec-20, 106, 99, 7, 77, 79, 22, 20,77.8,79.8,6.6
Launceston-Melbourne,Launceston,Melbourne,QantasLink,Dec-20, 58, 56, 2, 54, 55, 2, 1,96.4,98.2,3.4
Launceston-Sydney,Launceston,Sydney,QantasLink,Dec-20, 17, 14, 3, 11, 10, 3, 4,78.6,71.4,17.6
Mackay-Brisbane,Mackay,Brisbane,QantasLink,Dec-20, 37, 35, 2, 31, 32, 4, 3,88.6,91.4,5.4
Melbourne-Canberra,Melbourne,Canberra,QantasLink,Dec-20, 109, 98, 11, 83, 80, 15, 18,84.7,81.6,10.1
Melbourne-Hobart,Melbourne,Hobart,QantasLink,Dec-20, 29, 28, 1, 12, 12, 16, 16,42.9,42.9,3.4
Melbourne-Launceston,Melbourne,Launceston,QantasLink,Dec-20, 58, 56, 2, 56, 55, 0, 1,100.0,98.2,3.4
Melbourne-Mildura,Melbourne,Mildura,QantasLink,Dec-20, 50, 50, 0, 41, 43, 9, 7,82.0,86.0,0.0
Melbourne-Sunshine Coast,Melbourne,Sunshine Coast,QantasLink,Dec-20, 14, 13, 1, 6, 5, 7, 8,46.2,38.5,7.1
Mildura-Melbourne,Mildura,Melbourne,QantasLink,Dec-20, 50, 50, 0, 32, 35, 18, 15,64.0,70.0,0.0
Mount Isa-Brisbane,Mount Isa,Brisbane,QantasLink,Dec-20, 12, 11, 1, 11, 11, 0, 0,100.0,100.0,8.3
Newcastle-Brisbane,Newcastle,Brisbane,QantasLink,Dec-20, 54, 51, 3, 47, 47, 4, 4,92.2,92.2,5.6
Newman-Perth,Newman,Perth,QantasLink,Dec-20, 85, 76, 9, 65, 61, 11, 15,85.5,80.3,10.6
Perth-Broome,Perth,Broome,QantasLink,Dec-20, 84, 84, 0, 71, 56, 13, 28,84.5,66.7,0.0
Perth-Kalgoorlie,Perth,Kalgoorlie,QantasLink,Dec-20, 56, 53, 3, 49, 48, 4, 5,92.5,90.6,5.4
Perth-Karratha,Perth,Karratha,QantasLink,Dec-20, 106, 101, 5, 87, 76, 14, 25,86.1,75.2,4.7
Perth-Newman,Perth,Newman,QantasLink,Dec-20, 86, 78, 8, 71, 69, 7, 9,91.0,88.5,9.3
Perth-Port Hedland,Perth,Port Hedland,QantasLink,Dec-20, 68, 64, 4, 56, 47, 8, 17,87.5,73.4,5.9
Port Hedland-Perth,Port Hedland,Perth,QantasLink,Dec-20, 69, 64, 5, 48, 35, 16, 29,75.0,54.7,7.2
Port Lincoln-Adelaide,Port Lincoln,Adelaide,QantasLink,Dec-20, 67, 67, 0, 58, 59, 9, 8,86.6,88.1,0.0
Rockhampton-Brisbane,Rockhampton,Brisbane,QantasLink,Dec-20, 147, 144, 3, 104, 99, 40, 45,72.2,68.8,2.0
Sunshine Coast-Melbourne,Sunshine Coast,Melbourne,QantasLink,Dec-20, 15, 14, 1, 8, 8, 6, 6,57.1,57.1,6.7
Sunshine Coast-Sydney,Sunshine Coast,Sydney,QantasLink,Dec-20, 25, 21, 4, 16, 18, 5, 3,76.2,85.7,16.0
Sydney-Albury,Sydney,Albury,QantasLink,Dec-20, 79, 79, 0, 64, 73, 15, 6,81.0,92.4,0.0
Sydney-Armidale,Sydney,Armidale,QantasLink,Dec-20, 58, 55, 3, 42, 46, 13, 9,76.4,83.6,5.2
Sydney-Ballina,Sydney,Ballina,QantasLink,Dec-20, 53, 46, 7, 42, 37, 4, 9,91.3,80.4,13.2
Sydney-Coffs Harbour,Sydney,Coffs Harbour,QantasLink,Dec-20, 85, 84, 1, 79, 81, 5, 3,94.0,96.4,1.2
Sydney-Dubbo,Sydney,Dubbo,QantasLink,Dec-20, 75, 74, 1, 61, 64, 13, 10,82.4,86.5,1.3
Sydney-Hobart,Sydney,Hobart,QantasLink,Dec-20, 49, 40, 9, 31, 33, 9, 7,77.5,82.5,18.4
Sydney-Launceston,Sydney,Launceston,QantasLink,Dec-20, 17, 14, 3, 10, 10, 4, 4,71.4,71.4,17.6
Sydney-Sunshine Coast,Sydney,Sunshine Coast,QantasLink,Dec-20, 25, 21, 4, 17, 18, 4, 3,81.0,85.7,16.0
Sydney-Wagga Wagga,Sydney,Wagga Wagga,QantasLink,Dec-20, 81, 80, 1, 67, 69, 13, 11,83.8,86.3,1.2
Townsville-Brisbane,Townsville,Brisbane,QantasLink,Dec-20, 2, 2, 0, 2, 1, 0, 1,100.0,50.0,0.0
Townsville-Cairns,Townsville,Cairns,QantasLink,Dec-20, 88, 88, 0, 72, 74, 16, 14,81.8,84.1,0.0
Wagga Wagga-Sydney,Wagga Wagga,Sydney,QantasLink,Dec-20, 81, 80, 1, 70, 70, 10, 10,87.5,87.5,1.2
All Ports-All Ports,All Ports,All Ports,QantasLink,Dec-20,6 584,6 350, 234,5 369,5 358, 981, 992,84.6,84.4,3.6
Adelaide-Port Lincoln,Adelaide,Port Lincoln,Regional Express,Dec-20, 106, 106, 0, 97, 96, 9, 10,91.5,90.6,0.0
Albury-Sydney,Albury,Sydney,Regional Express,Dec-20, 40, 34, 6, 33, 32, 1, 2,97.1,94.1,15.0
Armidale-Sydney,Armidale,Sydney,Regional Express,Dec-20, 10, 10, 0, 9, 9, 1, 1,90.0,90.0,0.0
Ballina-Sydney,Ballina,Sydney,Regional Express,Dec-20, 10, 9, 1, 9, 9, 0, 0,100.0,100.0,10.0
Cairns-Townsville,Cairns,Townsville,Regional Express,Dec-20, 15, 15, 0, 14, 14, 1, 1,93.3,93.3,0.0
Dubbo-Sydney,Dubbo,Sydney,Regional Express,Dec-20, 48, 46, 2, 41, 42, 5, 4,89.1,91.3,4.2
Melbourne-Mildura,Melbourne,Mildura,Regional Express,Dec-20, 32, 31, 1, 28, 27, 3, 4,90.3,87.1,3.1
Mildura-Melbourne,Mildura,Melbourne,Regional Express,Dec-20, 32, 31, 1, 28, 29, 3, 2,90.3,93.5,3.1
Port Lincoln-Adelaide,Port Lincoln,Adelaide,Regional Express,Dec-20, 106, 106, 0, 92, 95, 14, 11,86.8,89.6,0.0
Sydney-Albury,Sydney,Albury,Regional Express,Dec-20, 37, 34, 3, 33, 34, 1, 0,97.1,100.0,8.1
Sydney-Armidale,Sydney,Armidale,Regional Express,Dec-20, 10, 10, 0, 9, 9, 1, 1,90.0,90.0,0.0
Sydney-Ballina,Sydney,Ballina,Regional Express,Dec-20, 10, 9, 1, 9, 9, 0, 0,100.0,100.0,10.0
Sydney-Dubbo,Sydney,Dubbo,Regional Express,Dec-20, 46, 44, 2, 42, 42, 2, 2,95.5,95.5,4.3
Sydney-Wagga Wagga,Sydney,Wagga Wagga,Regional Express,Dec-20, 32, 31, 1, 30, 30, 1, 1,96.8,96.8,3.1
Townsville-Cairns,Townsville,Cairns,Regional Express,Dec-20, 15, 15, 0, 15, 15, 0, 0,100.0,100.0,0.0
Wagga Wagga-Sydney,Wagga Wagga,Sydney,Regional Express,Dec-20, 32, 31, 1, 29, 29, 2, 2,93.5,93.5,3.1
All Ports-All Ports,All Ports,All Ports,Regional Express,Dec-20,2 445,2 423, 22,2 248,2 235, 175, 188,92.8,92.2,0.9
Adelaide-Alice Springs,Adelaide,Alice Springs,Virgin Australia,Dec-20, 13, 13, 0, 10, 9, 3, 4,76.9,69.2,0.0
Adelaide-Brisbane,Adelaide,Brisbane,Virgin Australia,Dec-20, 70, 60, 10, 46, 49, 14, 11,76.7,81.7,14.3
Adelaide-Canberra,Adelaide,Canberra,Virgin Australia,Dec-20, 12, 12, 0, 10, 10, 2, 2,83.3,83.3,0.0
Adelaide-Gold Coast,Adelaide,Gold Coast,Virgin Australia,Dec-20, 22, 22, 0, 22, 20, 0, 2,100.0,90.9,0.0
Adelaide-Melbourne,Adelaide,Melbourne,Virgin Australia,Dec-20, 78, 77, 1, 62, 68, 15, 9,80.5,88.3,1.3
Adelaide-Perth,Adelaide,Perth,Virgin Australia,Dec-20, 24, 23, 1, 19, 16, 4, 7,82.6,69.6,4.2
Adelaide-Sydney,Adelaide,Sydney,Virgin Australia,Dec-20, 82, 62, 20, 49, 55, 13, 7,79.0,88.7,24.4
Alice Springs-Adelaide,Alice Springs,Adelaide,Virgin Australia,Dec-20, 13, 13, 0, 10, 12, 3, 1,76.9,92.3,0.0
Ballina-Sydney,Ballina,Sydney,Virgin Australia,Dec-20, 48, 48, 0, 38, 42, 10, 6,79.2,87.5,0.0
Brisbane-Adelaide,Brisbane,Adelaide,Virgin Australia,Dec-20, 72, 62, 10, 51, 56, 11, 6,82.3,90.3,13.9
Brisbane-Cairns,Brisbane,Cairns,Virgin Australia,Dec-20, 99, 99, 0, 56, 59, 43, 40,56.6,59.6,0.0
Brisbane-Canberra,Brisbane,Canberra,Virgin Australia,Dec-20, 57, 57, 0, 46, 50, 11, 7,80.7,87.7,0.0
Brisbane-Darwin,Brisbane,Darwin,Virgin Australia,Dec-20, 27, 27, 0, 20, 23, 7, 4,74.1,85.2,0.0
Brisbane-Emerald,Brisbane,Emerald,Virgin Australia,Dec-20, 22, 22, 0, 21, 22, 1, 0,95.5,100.0,0.0
Brisbane-Gladstone,Brisbane,Gladstone,Virgin Australia,Dec-20, 48, 48, 0, 42, 40, 6, 8,87.5,83.3,0.0
Brisbane-Hamilton Island,Brisbane,Hamilton Island,Virgin Australia,Dec-20, 53, 53, 0, 46, 48, 7, 5,86.8,90.6,0.0
Brisbane-Hobart,Brisbane,Hobart,Virgin Australia,Dec-20, 38, 38, 0, 26, 32, 12, 6,68.4,84.2,0.0
Brisbane-Mackay,Brisbane,Mackay,Virgin Australia,Dec-20, 76, 76, 0, 54, 57, 22, 19,71.1,75.0,0.0
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,Dec-20, 138, 138, 0, 91, 99, 47, 39,65.9,71.7,0.0
Brisbane-Mount Isa,Brisbane,Mount Isa,Virgin Australia,Dec-20, 13, 12, 1, 10, 10, 2, 2,83.3,83.3,7.7
Brisbane-Newcastle,Brisbane,Newcastle,Virgin Australia,Dec-20, 47, 46, 1, 41, 41, 5, 5,89.1,89.1,2.1
Brisbane-Perth,Brisbane,Perth,Virgin Australia,Dec-20, 50, 50, 0, 32, 31, 18, 19,64.0,62.0,0.0
Brisbane-Proserpine,Brisbane,Proserpine,Virgin Australia,Dec-20, 32, 32, 0, 23, 22, 9, 10,71.9,68.8,0.0
Brisbane-Rockhampton,Brisbane,Rockhampton,Virgin Australia,Dec-20, 76, 74, 2, 52, 47, 22, 27,70.3,63.5,2.6
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,Dec-20, 191, 147, 44, 110, 127, 37, 20,74.8,86.4,23.0
Brisbane-Townsville,Brisbane,Townsville,Virgin Australia,Dec-20, 80, 80, 0, 56, 58, 24, 22,70.0,72.5,0.0
Broome-Perth,Broome,Perth,Virgin Australia,Dec-20, 39, 39, 0, 37, 38, 2, 1,94.9,97.4,0.0
Cairns-Brisbane,Cairns,Brisbane,Virgin Australia,Dec-20, 99, 99, 0, 69, 77, 30, 22,69.7,77.8,0.0
Cairns-Melbourne,Cairns,Melbourne,Virgin Australia,Dec-20, 20, 19, 1, 16, 16, 3, 3,84.2,84.2,5.0
Cairns-Sydney,Cairns,Sydney,Virgin Australia,Dec-20, 22, 17, 5, 16, 16, 1, 1,94.1,94.1,22.7
Canberra-Adelaide,Canberra,Adelaide,Virgin Australia,Dec-20, 12, 12, 0, 5, 4, 7, 8,41.7,33.3,0.0
Canberra-Brisbane,Canberra,Brisbane,Virgin Australia,Dec-20, 57, 57, 0, 32, 38, 25, 19,56.1,66.7,0.0
Canberra-Melbourne,Canberra,Melbourne,Virgin Australia,Dec-20, 43, 43, 0, 31, 32, 12, 11,72.1,74.4,0.0
Coffs Harbour-Sydney,Coffs Harbour,Sydney,Virgin Australia,Dec-20, 15, 15, 0, 11, 14, 4, 1,73.3,93.3,0.0
Darwin-Brisbane,Darwin,Brisbane,Virgin Australia,Dec-20, 27, 27, 0, 13, 21, 14, 6,48.1,77.8,0.0
Darwin-Perth,Darwin,Perth,Virgin Australia,Dec-20, 9, 9, 0, 2, 4, 7, 5,22.2,44.4,0.0
Emerald-Brisbane,Emerald,Brisbane,Virgin Australia,Dec-20, 22, 22, 0, 22, 22, 0, 0,100.0,100.0,0.0
Gladstone-Brisbane,Gladstone,Brisbane,Virgin Australia,Dec-20, 48, 48, 0, 41, 41, 7, 7,85.4,85.4,0.0
Gold Coast-Adelaide,Gold Coast,Adelaide,Virgin Australia,Dec-20, 22, 22, 0, 19, 19, 3, 3,86.4,86.4,0.0
Gold Coast-Melbourne,Gold Coast,Melbourne,Virgin Australia,Dec-20, 93, 93, 0, 56, 65, 37, 28,60.2,69.9,0.0
Gold Coast-Sydney,Gold Coast,Sydney,Virgin Australia,Dec-20, 115, 82, 33, 43, 58, 39, 24,52.4,70.7,28.7
Hamilton Island-Brisbane,Hamilton Island,Brisbane,Virgin Australia,Dec-20, 53, 53, 0, 45, 47, 8, 6,84.9,88.7,0.0
Hamilton Island-Sydney,Hamilton Island,Sydney,Virgin Australia,Dec-20, 18, 16, 2, 16, 16, 0, 0,100.0,100.0,11.1
Hobart-Brisbane,Hobart,Brisbane,Virgin Australia,Dec-20, 38, 38, 0, 30, 28, 8, 10,78.9,73.7,0.0
Hobart-Melbourne,Hobart,Melbourne,Virgin Australia,Dec-20, 45, 44, 1, 39, 39, 5, 5,88.6,88.6,2.2
Hobart-Sydney,Hobart,Sydney,Virgin Australia,Dec-20, 46, 34, 12, 29, 29, 5, 5,85.3,85.3,26.1
Kalgoorlie-Perth,Kalgoorlie,Perth,Virgin Australia,Dec-20, 40, 40, 0, 34, 33, 6, 7,85.0,82.5,0.0
Karratha-Perth,Karratha,Perth,Virgin Australia,Dec-20, 44, 44, 0, 28, 33, 16, 11,63.6,75.0,0.0
Launceston-Melbourne,Launceston,Melbourne,Virgin Australia,Dec-20, 35, 34, 1, 29, 29, 5, 5,85.3,85.3,2.9
Launceston-Sydney,Launceston,Sydney,Virgin Australia,Dec-20, 29, 21, 8, 17, 17, 4, 4,81.0,81.0,27.6
Mackay-Brisbane,Mackay,Brisbane,Virgin Australia,Dec-20, 75, 75, 0, 55, 62, 20, 13,73.3,82.7,0.0
Melbourne-Adelaide,Melbourne,Adelaide,Virgin Australia,Dec-20, 79, 78, 1, 65, 64, 13, 14,83.3,82.1,1.3
Melbourne-Brisbane,Melbourne,Brisbane,Virgin Australia,Dec-20, 134, 134, 0, 100, 102, 34, 32,74.6,76.1,0.0
Melbourne-Cairns,Melbourne,Cairns,Virgin Australia,Dec-20, 20, 19, 1, 15, 17, 4, 2,78.9,89.5,5.0
Melbourne-Canberra,Melbourne,Canberra,Virgin Australia,Dec-20, 44, 44, 0, 30, 32, 14, 12,68.2,72.7,0.0
Melbourne-Gold Coast,Melbourne,Gold Coast,Virgin Australia,Dec-20, 93, 93, 0, 78, 78, 15, 15,83.9,83.9,0.0
Melbourne-Hobart,Melbourne,Hobart,Virgin Australia,Dec-20, 45, 44, 1, 36, 39, 8, 5,81.8,88.6,2.2
Melbourne-Launceston,Melbourne,Launceston,Virgin Australia,Dec-20, 35, 34, 1, 27, 27, 7, 7,79.4,79.4,2.9
Melbourne-Newcastle,Melbourne,Newcastle,Virgin Australia,Dec-20, 18, 18, 0, 17, 17, 1, 1,94.4,94.4,0.0
Melbourne-Perth,Melbourne,Perth,Virgin Australia,Dec-20, 44, 44, 0, 38, 38, 6, 6,86.4,86.4,0.0
Melbourne-Sunshine Coast,Melbourne,Sunshine Coast,Virgin Australia,Dec-20, 27, 27, 0, 24, 25, 3, 2,88.9,92.6,0.0
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,Dec-20, 256, 165, 91, 152, 157, 13, 8,92.1,95.2,35.5
Mount Isa-Brisbane,Mount Isa,Brisbane,Virgin Australia,Dec-20, 13, 12, 1, 7, 5, 5, 7,58.3,41.7,7.7
Newcastle-Brisbane,Newcastle,Brisbane,Virgin Australia,Dec-20, 47, 47, 0, 45, 47, 2, 0,95.7,100.0,0.0
Newcastle-Melbourne,Newcastle,Melbourne,Virgin Australia,Dec-20, 18, 18, 0, 17, 17, 1, 1,94.4,94.4,0.0
Newman-Perth,Newman,Perth,Virgin Australia,Dec-20, 47, 47, 0, 36, 39, 11, 8,76.6,83.0,0.0
Perth-Adelaide,Perth,Adelaide,Virgin Australia,Dec-20, 24, 23, 1, 19, 19, 4, 4,82.6,82.6,4.2
Perth-Brisbane,Perth,Brisbane,Virgin Australia,Dec-20, 51, 51, 0, 29, 43, 22, 8,56.9,84.3,0.0
Perth-Broome,Perth,Broome,Virgin Australia,Dec-20, 39, 39, 0, 34, 38, 5, 1,87.2,97.4,0.0
Perth-Darwin,Perth,Darwin,Virgin Australia,Dec-20, 9, 9, 0, 5, 5, 4, 4,55.6,55.6,0.0
Perth-Kalgoorlie,Perth,Kalgoorlie,Virgin Australia,Dec-20, 40, 40, 0, 33, 34, 7, 6,82.5,85.0,0.0
Perth-Karratha,Perth,Karratha,Virgin Australia,Dec-20, 44, 44, 0, 39, 39, 5, 5,88.6,88.6,0.0
Perth-Melbourne,Perth,Melbourne,Virgin Australia,Dec-20, 43, 43, 0, 24, 32, 19, 11,55.8,74.4,0.0
Perth-Newman,Perth,Newman,Virgin Australia,Dec-20, 46, 46, 0, 46, 46, 0, 0,100.0,100.0,0.0
Perth-Port Hedland,Perth,Port Hedland,Virgin Australia,Dec-20, 15, 14, 1, 14, 14, 0, 0,100.0,100.0,6.7
Perth-Sydney,Perth,Sydney,Virgin Australia,Dec-20, 40, 28, 12, 10, 19, 18, 9,35.7,67.9,30.0
Port Hedland-Perth,Port Hedland,Perth,Virgin Australia,Dec-20, 15, 14, 1, 7, 8, 7, 6,50.0,57.1,6.7
Proserpine-Brisbane,Proserpine,Brisbane,Virgin Australia,Dec-20, 32, 32, 0, 20, 21, 12, 11,62.5,65.6,0.0
Rockhampton-Brisbane,Rockhampton,Brisbane,Virgin Australia,Dec-20, 75, 73, 2, 49, 57, 24, 16,67.1,78.1,2.7
Sunshine Coast-Melbourne,Sunshine Coast,Melbourne,Virgin Australia,Dec-20, 27, 27, 0, 20, 20, 7, 7,74.1,74.1,0.0
Sunshine Coast-Sydney,Sunshine Coast,Sydney,Virgin Australia,Dec-20, 35, 26, 9, 23, 23, 3, 3,88.5,88.5,25.7
Sydney-Adelaide,Sydney,Adelaide,Virgin Australia,Dec-20, 80, 62, 18, 52, 52, 10, 10,83.9,83.9,22.5
Sydney-Ballina,Sydney,Ballina,Virgin Australia,Dec-20, 48, 48, 0, 41, 41, 7, 7,85.4,85.4,0.0
Sydney-Brisbane,Sydney,Brisbane,Virgin Australia,Dec-20, 191, 148, 43, 135, 130, 13, 18,91.2,87.8,22.5
Sydney-Cairns,Sydney,Cairns,Virgin Australia,Dec-20, 22, 18, 4, 17, 17, 1, 1,94.4,94.4,18.2
Sydney-Coffs Harbour,Sydney,Coffs Harbour,Virgin Australia,Dec-20, 15, 15, 0, 12, 12, 3, 3,80.0,80.0,0.0
Sydney-Gold Coast,Sydney,Gold Coast,Virgin Australia,Dec-20, 117, 82, 35, 67, 60, 15, 22,81.7,73.2,29.9
Sydney-Hamilton Island,Sydney,Hamilton Island,Virgin Australia,Dec-20, 18, 16, 2, 15, 15, 1, 1,93.8,93.8,11.1
Sydney-Hobart,Sydney,Hobart,Virgin Australia,Dec-20, 46, 34, 12, 27, 28, 7, 6,79.4,82.4,26.1
Sydney-Launceston,Sydney,Launceston,Virgin Australia,Dec-20, 29, 21, 8, 16, 17, 5, 4,76.2,81.0,27.6
Sydney-Melbourne,Sydney,Melbourne,Virgin Australia,Dec-20, 254, 164, 90, 145, 152, 19, 12,88.4,92.7,35.4
Sydney-Perth,Sydney,Perth,Virgin Australia,Dec-20, 39, 28, 11, 25, 20, 3, 8,89.3,71.4,28.2
Sydney-Sunshine Coast,Sydney,Sunshine Coast,Virgin Australia,Dec-20, 35, 26, 9, 25, 24, 1, 2,96.2,92.3,25.7
Townsville-Brisbane,Townsville,Brisbane,Virgin Australia,Dec-20, 80, 80, 0, 61, 67, 19, 13,76.3,83.8,0.0
All Ports-All Ports,All Ports,All Ports,Virgin Australia,Dec-20,5 146,4 639, 507,3 600,3 794,1 039, 845,77.6,81.8,9.9
Broome-Perth,Broome,Perth,Virgin Australia Regional Airlines,Dec-20, 1, 1, 0, 1, 1, 0, 0,100.0,100.0,0.0
Kalgoorlie-Perth,Kalgoorlie,Perth,Virgin Australia Regional Airlines,Dec-20, 16, 15, 1, 11, 12, 4, 3,73.3,80.0,6.3
Karratha-Perth,Karratha,Perth,Virgin Australia Regional Airlines,Dec-20, 9, 9, 0, 7, 7, 2, 2,77.8,77.8,0.0
Newman-Perth,Newman,Perth,Virgin Australia Regional Airlines,Dec-20, 13, 13, 0, 10, 11, 3, 2,76.9,84.6,0.0
Perth-Broome,Perth,Broome,Virgin Australia Regional Airlines,Dec-20, 1, 1, 0, 1, 1, 0, 0,100.0,100.0,0.0
Perth-Kalgoorlie,Perth,Kalgoorlie,Virgin Australia Regional Airlines,Dec-20, 16, 15, 1, 12, 12, 3, 3,80.0,80.0,6.3
